

﻿نام,"قیمت فروش ویژه"
"جویس آدامس کولا یخ دکتر ویپ | DR VAPE COLA ICE BUBBLE GUM KING EJUICE | 120ML - نیکوتین 6",1480000
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2",
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - بنفش یاسی",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - سورمه ای",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - صورتی",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - فیروزه ای",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - قهوه ای چرمی",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - قهوه ای چوبی",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - گان متال",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - مشکی",3219300
"پاد ماد اکسوا اکسلیم اس کیو پرو 2 | PODMOD OXVA XLIM SQ PRO 2 - مشکی کربنی",3219300
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K",
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - میکس تمشک",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - تنباکو خامه",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - تمشک آبی یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - آدامس موز یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - آدامس نوشابه یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - آدامس یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - آبنبات تمشک ترش یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - هلو یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - انگور فرنگی نوشیدنی پینک یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - انگور قرمز سیاه بنفش یخ",420000
"پاد یکبار مصرف دکتر ویپ 5500 پاف پنتر بار | DR VAPE PANTHER BAR 5500 PUFF DISPOSABLE | 5.5K - هندوانه یخ",420000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K",
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - توت‌ فرنگی کیوی",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - ملون انبه",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - پرپل رین",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - توت فرنگی انبه",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - نعنا یخ",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - دو سیب قلیانی",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - کیوی پشن فروت",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - انبه پشن فروت",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - بلوبری هندوانه",880000
"پاد یکبار مصرف تاگبوت پالس 20 هزار پاف | TUGBOAT PULSE 20K PUFF DISPOSABLE | 20K - توت فرنگی هلو انبه یخ",880000
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI",
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI - سیلور",3031800
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI - گان متال",3031800
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI - سبز",3031800
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI - طلایی",3031800
"پاوا Horiz AI پاد ماد | POD MOD PAVA HORIZ AI - قهوه ای",3031800
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA",
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA - گان متال",2811300
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA - سفید",2811300
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA - آبی تیره",2811300
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA - طلایی",2811300
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K",
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - گیلاس نوشابه (Cherry Cola)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - هلو انبه هندوانه (Peach Mango Watermelon)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - طوفان بلوبری (Blueberry Storm)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - تمشک سیب هندوانه آناناس (Raspberry Apple Watermelon Pineapple)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - میکس بری (Mixed Berries)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - عشق 777 (Love 777)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - تمشک هندوانه (Raspberry Watermelon)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - لیمو معطر (Perfume Lemon)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - تمشک آبی یخ (Blue Razz ICE)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - میوه های استوایی (Tropical Blast)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - دراگون فروت توت فرنگی موز (Dragon Strawanana)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - توت‌ فرنگی کیوی (Strawberry Kiwi)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - توت فرنگی انبه (Strawberry Mango)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - پرتقال آناناس لیچی (Orange Pineapple Lychee)",1030000
"پاد یکبار مصرف وزول استار 20 هزار پاف | VOZOL STAR 20K PUFF DISPOSABLE | 20K - آب میوه انبه یخ (Juicy Peach ICE)",1030000
"جویس آدامس یخ دکتر ویپ | DR VAPE ICE BUBBLE GUM KING EJUICE | 120ML",
"جویس آدامس یخ دکتر ویپ | DR VAPE ICE BUBBLE GUM KING EJUICE | 120ML - نیکوتین 3",1480000
"جویس آدامس یخ دکتر ویپ | DR VAPE ICE BUBBLE GUM KING EJUICE | 120ML - نیکوتین 6",1480000
"ووپو ITO-X آی تی او ایکس کارتریج خالی | VOOPOO ITO-X EMPTY CARTRIDGE POD",
"ووپو ITO-X آی تی او ایکس کارتریج خالی | VOOPOO ITO-X EMPTY CARTRIDGE POD - سیلور",451000
"ووپو ITO-X آی تی او ایکس کارتریج خالی | VOOPOO ITO-X EMPTY CARTRIDGE POD - مشکی",451000
"سالت نوشابه لیمو پادسالت | PODSALT COLA WITH LIME SALT NICOTINE | 30ML",
"سالت نوشابه لیمو پادسالت | PODSALT COLA WITH LIME SALT NICOTINE | 30ML - نیکوتین 25",1080000
"سالت نوشابه لیمو پادسالت | PODSALT COLA WITH LIME SALT NICOTINE | 30ML - نیکوتین 50",1080000
"پاوا هوریز اولترا پاد ماد | POD MOD PAVA HORIZ ULTRA - سیلور",2811300
"سالت توکیو انبه پشن فروت یخ کلاسیک (30میل) TOKYO ICE MANGO PASSION FRUIT CLASSIC SERIES",
"سالت توکیو انبه پشن فروت یخ کلاسیک (30میل) TOKYO ICE MANGO PASSION FRUIT CLASSIC SERIES - نیکوتین 30",1070000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML",
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - انبه یخ Mango ICE",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - انگور فرنگی یخ Blackcurrant Menthol",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - بلوبری انار Blueberry Pomegranate",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - بلوبری تمشک یخ Blue Berg",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - بلوبری یخ Blue ICE",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - تمشک آبی Blue Raspberry",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - سیگار Cigarette",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - توت‌فرنگی Strawberry",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - سیب Apple",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - سیب یخ Apple ICE",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - توت‌فرنگی تمشک بلوبری Mix Berries",345000
"سالت سری کر پادسالت 10 میل | PODSALT CORE SERIES SALT | 10ML - خامه وانیل Vanilla",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML",
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - تمشک آبی Sour Blue Raspberry",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - انبه پرتقال لیمو Orange Mango Lime",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - پاستیل آناناس White Gummy Bear",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - تمشک یخ Triple Raspberry ICE",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - موز توت فرنگی ریوایس Banana Strawberry Rhubarb",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - توت فرنگی هندوانه کیوی Strawberry Watermelon Kiwi",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - گلابی سیب تمشک Pear Apple Raspberry",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - لیمو تشمک گریپ فروت Lime Raspberry Grapefruit",345000
"سالت سری نکسوس پادسالت 10 میل | PODSALT NEXUS SERIES SALT | 10ML - نارنگی نارگیل Sweet Tangerine Coconut",345000
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML",
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML - کیوی توت‌ فرنگی یخ Strawberry Kiwi",345000
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML - انبه گیاهی Amnesia Mango",345000
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML - غلات کره بادام زمینی موز YOGI Peanut Butter Banana Granola",345000
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML - بلوبری تمشک سیب یخ Blue RazApple ICE",345000
"سالت سری فیوژن پادسالت 10 میل | PODSALT FUSION SERIES SALT | 10ML - آدامس بادکنکی آبی Bubble Blue",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML",
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - تنباکو خالص True Tobacco",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - تنباکو وانیل Virginia Gold",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - تنباکو تلخ Liquor Tobacco",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - سیگار وانیل Cuban Creme",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - تنباکو سنگین Royal Tobacco",345000
"پادسالت سری اوریجین 10 میل | PODSALT ORIGIN SERIES SALT | 10ML - تنباکو نعنا Menthol Tobacco",345000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K",
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - بلوبری تمشک شاتوت",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - بلوبری یخ",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - تمشک هندوانه",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - توت فرنگی هندوانه",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - توت‌فرنگی کیوی",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - سیب یخ",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - کیوی گواوا پشن فروت",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - نوشابه انرژی‌زا",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - هلو یخ",1200000
"پاد یکبار مصرف نستی مکس 40 هزار پاف | NASTY MAX 40K PUFF DISPOSABLE | 40K - هندوانه یخ",1200000
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO",
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - طلایی",2458500
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - آبی",2458500
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - سیلور",2458500
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - نارنجی",2458500
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - گان متال",2458500
"پاوا هوریز پرو پاد ماد | POD MOD PAVA HORIZ PRO - قهوه ای",2458500
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE",
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - سفید",2590800
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - مشکی",2590800
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - فیروزه ای",2590800
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - صورتی",2590800
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - بنفش",2590800
"پاوا هوریز اس ای پاد ماد | POD MOD PAVA HORIZ SE - آبی",2590800
"جویس میکس بری لیمو فایو پانز | FIVE PAWNS BERRY LIMEADE EJUICE | 120ML",
"جویس میکس بری لیمو فایو پانز | FIVE PAWNS BERRY LIMEADE EJUICE | 120ML - نیکوتین 3",1480000
"جویس میکس بری لیمو فایو پانز | FIVE PAWNS BERRY LIMEADE EJUICE | 120ML - نیکوتین 6",1480000
"جویس موز توت فرنگی یخ فایو پانز | FIVE PAWNS NANA BERRY ICE EJUICE | 120ML",
"جویس موز توت فرنگی یخ فایو پانز | FIVE PAWNS NANA BERRY ICE EJUICE | 120ML - نیکوتین 3",1480000
"جویس موز توت فرنگی یخ فایو پانز | FIVE PAWNS NANA BERRY ICE EJUICE | 120ML - نیکوتین 6",1480000
"جویس انبه پشن فروت یخ فایو پانز | FIVE PAWNS MANGO PASSION FRUITS ICE EJUICE | 120ML",
"جویس انبه پشن فروت یخ فایو پانز | FIVE PAWNS MANGO PASSION FRUITS ICE EJUICE | 120ML - نیکوتین 3",1480000
"جویس انبه پشن فروت یخ فایو پانز | FIVE PAWNS MANGO PASSION FRUITS ICE EJUICE | 120ML - نیکوتین 6",1480000
"جویس طالبی هندوانه یخ فایو پانز | FIVE PAWNS MELON MASH ICE EJUICE | 120ML",
"جویس طالبی هندوانه یخ فایو پانز | FIVE PAWNS MELON MASH ICE EJUICE | 120ML - نیکوتین 3",1480000
"جویس طالبی هندوانه یخ فایو پانز | FIVE PAWNS MELON MASH ICE EJUICE | 120ML - نیکوتین 6",1480000
"جویس آناناس کیوی یخ فایو پانز | FIVE PAWNS PINEAPPLE KIWI FRUITS ICE EJUICE | 120ML",
"جویس آناناس کیوی یخ فایو پانز | FIVE PAWNS PINEAPPLE KIWI FRUITS ICE EJUICE | 120ML - نیکوتین 3",1480000
"جویس آناناس کیوی یخ فایو پانز | FIVE PAWNS PINEAPPLE KIWI FRUITS ICE EJUICE | 120ML - نیکوتین 6",1480000
"سالت بلک نوت اسپشیال بلند | BLACK NOTE SPECIAL BLEND SALT NICOTINE | 30ML",
"سالت بلک نوت اسپشیال بلند | BLACK NOTE SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 30",1480000
"سالت بلک نوت اسپشیال بلند | BLACK NOTE SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 50",1480000
"سالت بلک نوت اسپشیال بلند | BLACK NOTE SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 20",1480000
"سالت بلک نوت منتول اسپشیال بلند | BLACK NOTE MENTHOL SPECIAL BLEND SALT NICOTINE | 30ML",
"سالت بلک نوت منتول اسپشیال بلند | BLACK NOTE MENTHOL SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 20",1380000
"سالت بلک نوت منتول اسپشیال بلند | BLACK NOTE MENTHOL SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 30",1380000
"سالت بلک نوت منتول اسپشیال بلند | BLACK NOTE MENTHOL SPECIAL BLEND SALT NICOTINE | 30ML - نیکوتین 50",1380000
"پاد ماد اکسوا اکسلیم پرو 2 | PODMOD OXVA XLIM PRO 2",
"پاد ماد اکسوا اکسلیم پرو 2 | PODMOD OXVA XLIM PRO 2 - سیلور کربنی",2480000
"سالت بلک نوت کوندیش(تنباکو پیپ) | BLACK NOTE CAVENDISH SALT NICOTINE | 30ML",
"سالت بلک نوت کوندیش(تنباکو پیپ) | BLACK NOTE CAVENDISH SALT NICOTINE | 30ML - نیکوتین 20",1380000
"سالت بلک نوت کوندیش(تنباکو پیپ) | BLACK NOTE CAVENDISH SALT NICOTINE | 30ML - نیکوتین 30",1380000
"سالت بلک نوت کوندیش(تنباکو پیپ) | BLACK NOTE CAVENDISH SALT NICOTINE | 30ML - نیکوتین 50",1380000
"سالت بلک نوت سیگار | BLACK NOTE CIGAR SALT NICOTINE | 30ML",
"سالت بلک نوت سیگار | BLACK NOTE CIGAR SALT NICOTINE | 30ML - نیکوتین 20",1480000
"سالت بلک نوت سیگار | BLACK NOTE CIGAR SALT NICOTINE | 30ML - نیکوتین 30",1480000
"سالت بلک نوت سیگار | BLACK NOTE CIGAR SALT NICOTINE | 30ML - نیکوتین 50",1480000
"ایجویس کوبانو قهوه ای ویگاد | VGOD CUBANO BROWN EJUICE | 60ML",
"ایجویس کوبانو قهوه ای ویگاد | VGOD CUBANO BROWN EJUICE | 60ML - نیکوتین 3",897000
"ایجویس کوبانو قهوه ای ویگاد | VGOD CUBANO BROWN EJUICE | 60ML - نیکوتین 6",897000
"ایجویس هندوانه یخ ویگاد | VGOD LUSH ICE EJUICE | 60ML",
"ایجویس هندوانه یخ ویگاد | VGOD LUSH ICE EJUICE | 60ML - نیکوتین 3",897000
"ایجویس هندوانه یخ ویگاد | VGOD LUSH ICE EJUICE | 60ML - نیکوتین 6",897000
"ایجویس بمب سیب یخ ویگاد | VGOD APPLE BOMB ICE EJUICE | 60ML",
"ایجویس بمب سیب یخ ویگاد | VGOD APPLE BOMB ICE EJUICE | 60ML - نیکوتین 3",897000
"ایجویس بمب سیب یخ ویگاد | VGOD APPLE BOMB ICE EJUICE | 60ML - نیکوتین 6",897000
"ایجویس بمب انگور یخ ویگاد | VGOD PURPLE BOMB ICE EJUICE | 60ML",
"ایجویس بمب انگور یخ ویگاد | VGOD PURPLE BOMB ICE EJUICE | 60ML - نیکوتین 3",897000
"ایجویس بمب انگور یخ ویگاد | VGOD PURPLE BOMB ICE EJUICE | 60ML - نیکوتین 6",897000
"ایجویس آدامس انگور یخ ویگاد | VGOD BUBBLE GRAPES ICE EJUICE | 60ML",
"ایجویس آدامس انگور یخ ویگاد | VGOD BUBBLE GRAPES ICE EJUICE | 60ML - نیکوتین 3",897000
"ایجویس آدامس انگور یخ ویگاد | VGOD BUBBLE GRAPES ICE EJUICE | 60ML - نیکوتین 6",897000
